timestamp,trackingState,hasCalibrated,gtX,gtY,rawX,rawY,calibratedX,calibratedY,filteredX,filteredY,leftDistance,rightDistance,showGaze,positionID
641548234546,1,1,564.5,1149.0,903.382,436.99814,581.01117,1070.7816,799.98444,1938.9691,35.480354,36.176373,0,0
641591226005,1,1,564.5,1149.0,897.9661,424.68753,558.9825,1058.525,799.98444,1938.9691,35.479378,35.03387,0,0
641622980432,1,1,564.5,1149.0,925.33093,517.73285,657.4425,1183.1416,657.4425,1183.1416,36.220074,36.799084,0,0
641653087411,1,1,564.5,1149.0,910.79333,424.40125,598.4052,1047.6095,657.4425,1183.1416,35.354603,35.78247,0,0
641683723817,1,1,564.5,1149.0,840.1009,772.5339,488.6876,1476.6226,657.4425,1183.1416,33.74301,38.64093,0,0
641715478765,1,1,564.5,1149.0,515.0008,1335.9591,230.1397,1679.7825,598.4052,1183.1416,36.997128,39.116325,0,0
641748463869,1,1,564.5,1149.0,575.3602,1679.5111,337.3543,1874.1313,488.6876,1476.6226,40.447563,39.895115,0,0
641783001473,1,1,564.5,1149.0,640.9931,1663.4788,394.49915,1875.6425,394.49915,1679.7825,39.639923,41.228027,0,0
641817137255,1,1,564.5,1149.0,579.92096,1235.1838,251.79425,1598.2982,394.49915,1598.2982,40.76315,37.195477,0,0
641853685432,1,1,564.5,1149.0,632.0852,895.0674,180.08832,1476.9886,394.49915,1598.2982,35.049763,37.282234,0,0
641885038140,1,1,564.5,1149.0,832.6896,534.62415,430.33163,1198.2573,394.49915,1598.2982,36.51236,36.07601,0,0
641915876578,1,1,564.5,1149.0,772.8289,642.5567,327.11328,1328.269,394.49915,1476.9886,34.274918,38.305637,0,0
641949661682,1,1,564.5,1149.0,881.7182,550.9429,543.76666,1238.9285,394.49915,1328.269,34.29878,37.75175,0,0
641980847098,1,1,564.5,1149.0,895.6857,628.81464,599.36566,1304.3154,394.49915,1328.269,34.28129,36.304863,0,0
642014033765,1,1,564.5,1149.0,870.88635,537.48706,529.455,1207.9371,529.455,1304.3154,33.979713,33.754528,0,0
642048083557,1,1,564.5,1149.0,888.84454,523.1724,559.9244,1209.8501,529.455,1304.3154,32.699883,33.10849,0,0
642085441473,1,1,564.5,1149.0,879.15283,439.57477,522.92676,1087.8964,529.455,1209.8501,34.197796,33.419357,0,0
642117312775,1,1,564.5,1149.0,897.11096,502.84558,579.95197,1149.3516,529.455,1209.8501,32.851665,33.764194,0,0
642150239911,1,1,564.5,1149.0,944.1443,448.73615,704.3663,1066.2605,529.455,1149.3516,33.11207,33.636456,0,0
642184834859,1,1,564.5,1149.0,919.3449,427.83676,624.055,1043.4875,579.95197,1149.3516,33.827682,34.224396,0,0
642218632150,1,1,564.5,1149.0,897.6811,371.15067,556.68945,952.8536,556.68945,1066.2605,33.943516,33.59815,0,0
642250967984,1,1,564.5,1149.0,878.0126,415.81244,518.32745,1036.9946,556.68945,1043.4875,32.53712,35.035698,0,0
642281516421,1,1,564.5,1149.0,919.63,452.45795,631.595,1082.6876,556.68945,1066.2605,32.561874,34.07564,0,0
642317324234,1,1,564.5,1149.0,919.0598,431.84485,623.9256,1057.7644,556.68945,1057.7644,33.44952,33.627544,0,0
642352178921,1,1,564.5,1149.0,942.149,465.05487,692.57513,1109.5249,623.9256,1066.2605,32.48647,32.87632,0,0
642381859129,1,1,564.5,1149.0,934.4526,409.8003,666.1018,1019.79254,623.9256,1057.7644,32.195335,32.411037,0,0
642417800692,1,1,564.5,1149.0,930.46185,463.0508,658.6384,1108.1174,658.6384,1066.2605,34.863766,32.835667,0,0
