accuracy,precision,gt_x,gt_y
0.1495812752075725,0.04388029566148981,1.4452436163901576,5.204338990950039
0.2887208904762198,0.032836615727535046,5.837117340029666,1.6912646871136459
0.24949156297901942,0.037200287439227424,0.8906593276635216,2.0919318155173126
0.4178327113316037,0.04526554004845337,1.7665529057156566,4.834222370709097
0.14116127844327317,0.05176850926192363,4.810202963843134,8.308868264564612
0.30357682638329986,0.031308593237409595,4.9024556674128545,4.0323251532363145
0.5625416139782378,0.017211018004192023,5.284518582125483,12.657356684687876
0.7297666662015604,0.012474178626984793,0.5943327959392125,10.15617879874053
0.7401433551093286,0.026840007173272177,4.505126132417566,0.42394492428570546
0.04016469440460284,0.10087395547569367,2.9388352303442913,13.196341720439367
0.48629100934271635,0.04371534690543179,0.9213567386978367,5.183145145558485
0.8770437841847891,0.012065586560824803,3.7626624456356486,3.555180923613486
0.6077916753241008,0.001408024386884257,4.917588402429895,4.152919350579006
0.37210890577980965,0.022507797588630075,6.250808833002683,2.5381714693751776
0.6321443814335245,0.004630756686821099,1.903594410266692,2.4502953015552027
0.8049156683474299,0.020418964512672874,5.263847903040736,0.45690029507782215
0.10769073308202924,0.1988021417731628,4.5933417224508455,7.917581949207873
0.3526865609956279,0.08265960603335781,6.37988752165888,10.54159536910754
0.824643382975404,0.01216949232465034,5.597520955349422,2.7430342335987232
1.05646050638869,0.026496029643213796,6.737844510778563,13.399371860771012
0.5062135248795262,0.03881607854131729,4.980829251533468,13.26888805728361
0.29049097102601434,0.048175806321551294,3.084798056921551,15.03758193953874
0.37825041144473887,0.004633464128505334,2.3754448678088154,6.9587609471057235
0.5544319979677194,0.008188729305575782,6.7347522681801335,13.591947796985663
