accuracy,precision,gt_x,gt_y
2.2899904134376228,0.012865349758132376,6.786915173591502,9.0848186713572
1.3074756894727668,0.023458693222667013,4.287386209015921,12.219461701537282
1.0490098780131667,0.0029127950556335452,0.5650522802005533,14.68873666387936
1.1499075352648263,0.012793092655317655,1.3470133536738143,2.2624496812180253
1.3742410899536621,0.025375734685673293,6.787410151666641,7.28349940385755
1.0715963692696664,0.05220097912405188,2.7996601263633307,5.577942460751303
2.0617126201992,0.02393630638599755,1.7346464846957594,4.439128361874247
0.867307557746757,0.035303572813676465,2.7108445878214793,1.2585571013308947
0.5251718608411259,0.037778212680140935,6.818755131608508,1.8603414499184612
1.1980092491550274,0.0065231583834863,4.407029480892602,12.341414454223134
2.467193759777751,0.00536039265938623,3.7900465731980004,9.751152750225593
1.3673808996227397,0.044930982605550236,5.208781592181418,12.441745887992258
0.8938519516985557,0.009313474430251658,0.4854873638827559,12.617487581137807
1.4353127897375106,0.041760607472081664,0.4719894816997179,3.4611237178425056
2.8658049670808996,0.03024599246381393,2.569610158529288,7.377630902425994
2.784635736497731,0.0063128389045914775,6.763831956020366,7.28683678094841
1.054094469380213,0.039243717637068846,2.258002686143346,12.360983681911463
0.8726424782374543,0.00787902833997842,1.427759461441963,14.737512034379792
1.017213165259518,0.022053595960705098,2.598654627829844,12.539589297589194
0.6548135552113953,0.057712355438168876,2.1169133791605605,3.991210604956673
1.6498906716185584,0.04001653712543996,0.9308575221832885,8.52204015629297
1.2254292260662856,0.05099223984700797,2.42021653915021,4.41284372021789
1.9676633983000544,0.026656787118244058,3.460265649153467,11.333244819566291
1.3936061037991325,0.029426998439591862,3.8244435753437642,6.376955357577633
