timestamp,trackingState,hasCalibrated,gtX,gtY,rawX,rawY,calibratedX,calibratedY,filteredX,filteredY,leftDistance,rightDistance,showGaze,positionID
170373384570,1,1,564.5,1149.0,659.3788,514.8699,299.57898,870.61816,299.57898,870.61816,35.124985,31.22481,0,0
170416631810,1,1,564.5,1149.0,598.1998,603.0482,280.5804,998.3382,280.5804,998.3382,34.273586,31.589146,0,0
170454803841,1,1,564.5,1149.0,614.48334,551.51544,278.97302,907.26263,278.97302,907.26263,35.238007,31.9895,0,0
170492550664,1,1,564.5,1149.0,655.31683,550.37024,317.48218,903.9699,0.0,0.0,35.310978,31.947447,0,0
170531155195,1,1,564.5,1149.0,667.8591,689.5088,374.33658,1160.7507,299.57898,907.26263,35.120655,32.274662,0,0
170569418216,1,1,564.5,1149.0,643.131,797.1551,349.4062,1350.491,317.48218,998.3382,35.18121,32.442337,0,0
170605248164,1,1,564.5,1149.0,614.1271,658.5891,289.02405,1098.3009,299.57898,1098.3009,35.242996,33.898117,0,0
170641656237,1,1,564.5,1149.0,589.007,643.1293,252.6475,1076.6975,299.57898,1076.6975,34.493977,33.11414,0,0
170678564153,1,1,564.5,1149.0,652.03876,726.7269,348.92953,1219.0676,299.57898,1098.3009,34.897846,34.04764,0,0
170715080455,1,1,564.5,1149.0,669.92566,719.28326,369.351,1201.6199,299.57898,1098.3009,34.72471,31.305119,0,0
170752697174,1,1,564.5,1149.0,795.4904,648.2826,521.27716,1107.8174,348.92953,1107.8174,34.240093,31.852573,0,0
170788333997,1,1,564.5,1149.0,801.334,686.6459,550.6262,1181.1266,369.351,1107.8174,33.39953,31.63706,0,0
170824294830,1,1,564.5,1149.0,857.48895,633.9679,638.3608,1055.0773,521.27716,1107.8174,34.368668,30.250465,0,0
170861645768,1,1,564.5,1149.0,826.41846,628.242,569.95624,1069.9772,550.6262,1107.8174,33.752884,30.233208,0,0
170898845091,1,1,564.5,1149.0,867.18066,667.75055,663.11005,1113.5718,569.95624,1107.8174,34.10136,30.34747,0,0
170938152643,1,1,564.5,1149.0,813.5911,621.9436,546.65643,1059.443,550.6262,1107.8174,33.35617,32.828617,0,0
170979541497,1,1,564.5,1149.0,854.63837,679.77484,638.59174,1166.7891,569.95624,1107.8174,33.952736,29.445919,0,0
171018310195,1,1,564.5,1149.0,863.76,691.79913,661.37744,1163.8376,569.95624,1107.8174,33.437756,29.40614,0,0
