timestamp,trackingState,hasCalibrated,gtX,gtY,rawX,rawY,calibratedX,calibratedY,filteredX,filteredY,leftDistance,rightDistance,showGaze,positionID
167440317749,1,1,564.5,1149.0,692.87225,973.5117,476.85956,971.8033,476.85956,971.8033,37.972855,26.414417,0,0
167484568061,1,1,564.5,1149.0,620.6832,1058.8271,375.29126,1113.9012,375.29126,1113.9012,39.012936,27.347858,0,0
167513458270,1,1,564.5,1149.0,624.3176,993.5523,336.3553,1016.41254,336.3553,1016.41254,37.66812,27.513369,0,0
167543818166,1,1,564.5,1149.0,758.4339,1547.8162,593.4243,1672.114,0.0,0.0,37.705135,28.528786,0,0
167572913270,1,1,564.5,1149.0,623.89,1804.335,115.184074,1868.2604,375.29126,1113.9012,33.954346,33.812866,0,0
167608768530,1,1,564.5,1149.0,668.358,1792.8832,194.93245,1862.9656,375.29126,1672.114,36.109283,33.66858,0,0
167641575822,1,1,564.5,1149.0,723.23016,1808.9155,328.834,1913.7336,328.834,1862.9656,34.74046,31.763548,0,0
167673585457,1,1,564.5,1149.0,721.3773,1601.6393,342.97757,1711.3185,342.97757,1711.3185,33.534748,27.903215,0,0
167709622801,1,1,564.5,1149.0,686.60114,1106.9244,309.7332,1136.3003,328.834,1711.3185,36.97917,28.087404,0,0
167739800145,1,1,564.5,1149.0,709.26263,963.77783,461.40836,965.07404,342.97757,1711.3185,38.020184,25.436672,0,0
167774135978,1,1,564.5,1149.0,745.74915,1018.1735,548.36,1013.113,342.97757,1136.3003,38.710743,28.593872,0,0
167806109624,1,1,564.5,1149.0,759.4316,1081.7306,556.24384,1076.9072,461.40836,1076.9072,38.39682,30.473188,0,0
167838953895,1,1,564.5,1149.0,773.8266,1081.1581,587.894,1063.2034,548.36,1076.9072,38.864155,29.254265,0,0
167871335613,1,1,564.5,1149.0,764.705,928.85004,584.92444,883.49854,556.24384,1076.9072,38.66028,28.245317,0,0
167905855613,1,1,564.5,1149.0,724.5129,1095.4728,432.96332,1106.1362,548.36,1076.9072,38.697723,28.42375,0,0
167938512384,1,1,564.5,1149.0,759.1465,1164.1831,561.1299,1177.0918,556.24384,1076.9072,37.93022,28.07596,0,0
167972226030,1,1,564.5,1149.0,789.07684,1126.3923,644.2488,1106.9291,556.24384,1106.1362,37.738453,27.556482,0,0
168006781655,1,1,564.5,1149.0,769.97845,1027.9075,593.9138,1003.56744,561.1299,1076.9072,38.85948,27.85549,0,0
