timestamp,trackingState,hasCalibrated,gtX,gtY,rawX,rawY,calibratedX,calibratedY,filteredX,filteredY,leftDistance,rightDistance,showGaze,positionID
495125118770,1,1,564.5,1149.0,684.8908,1082.3032,553.5092,1313.5579,553.5092,1313.5579,35.273815,34.070038,0,0
495170128301,1,1,564.5,1149.0,638.4989,944.3098,476.6998,1170.761,476.6998,1170.761,33.487457,32.90311,0,0
495211921947,1,1,564.5,1149.0,669.3556,971.794,518.3562,1198.9089,518.3562,1198.9089,32.12025,34.57972,0,0
495255061634,1,1,564.5,1149.0,624.5314,927.1322,461.98303,1155.2291,0.0,0.0,35.25962,33.707146,0,0
495291546843,1,1,564.5,1149.0,563.03174,957.4794,399.82727,1203.6013,476.6998,1203.6013,34.063065,32.288002,0,0
495338207311,1,1,564.5,1149.0,532.80304,814.9053,345.61884,1059.0734,461.98303,1170.761,36.593643,33.17168,0,0
495375252989,1,1,564.5,1149.0,570.0511,813.76013,388.41995,1050.6573,399.82727,1170.761,36.437004,33.40105,0,0
495415755645,1,1,564.5,1149.0,590.2541,856.7041,415.50745,1083.6318,415.50745,1083.6318,36.513584,33.117123,0,0
495453719499,1,1,564.5,1149.0,677.7646,973.5117,530.4871,1213.6953,415.50745,1170.761,35.16869,33.623104,0,0
495491386999,1,1,564.5,1149.0,579.6359,974.0844,430.67267,1198.2727,415.50745,1170.761,35.178677,32.59627,0,0
495528687468,1,1,564.5,1149.0,619.82806,1074.287,492.55243,1254.7603,430.67267,1198.2727,34.668686,31.110613,0,0
495566194759,1,1,564.5,1149.0,666.79016,1025.0446,522.0401,1239.5093,430.67267,1198.2727,33.902973,34.11314,0,0
495605065228,1,1,564.5,1149.0,634.22314,1109.7874,509.33627,1310.2582,492.55243,1239.5093,35.50655,33.125336,0,0
495641768718,1,1,564.5,1149.0,596.95276,1130.9731,479.71677,1311.7983,479.71677,1239.5093,34.694782,33.42865,0,0
495678849030,1,1,564.5,1149.0,559.3261,1209.9901,446.3785,1391.5502,479.71677,1310.2582,32.887657,31.417898,0,0
495718750957,1,1,564.5,1149.0,615.12476,1152.7314,492.44775,1366.1936,479.71677,1311.7983,34.222694,32.253464,0,0
495756647363,1,1,564.5,1149.0,596.95276,1109.2148,475.0187,1294.633,479.71677,1310.2582,33.928555,32.37667,0,0
495795388874,1,1,564.5,1149.0,706.9823,1000.9959,587.39496,1181.3131,479.71677,1310.2582,34.434917,32.17046,0,0
495836440072,1,1,564.5,1149.0,642.2758,826.357,500.83548,998.0984,479.71677,1294.633,33.815346,32.47141,0,0
495874809290,1,1,564.5,1149.0,720.2371,869.87354,599.2399,1033.6954,500.83548,1181.3131,33.87837,32.186306,0,0
