accuracy,precision,gt_x,gt_y
0.38366596127018393,0.003900981101844756,5.906529381729522,3.538089759814125
0.09873137154491601,0.045920025411947,2.168255706301183,14.213296870667776
0.17879632530340467,0.0100634015967721,5.279273075270497,14.57746392721097
0.17619128233375939,0.003662617059836589,4.443137391473615,14.842052028916193
0.7152586871249181,0.042217577928412554,1.9462821581339302,6.808842106869026
0.41629861645159605,0.02887249370753241,2.8476503885272098,12.411344511193407
0.22443403908220033,0.06892884714126002,3.4852242882216493,7.139667456429065
0.6658195817759796,0.012081952785203302,1.6952394739846361,5.399323541955572
0.16689995053681117,0.006887136762766079,6.10257194394815,11.188726567691075
0.02425864661016767,0.17330940802798941,2.183397211693863,11.89156644899385
0.40672287559124326,0.07101074189341768,3.1093374309230413,12.064836491035518
0.35657151442085616,0.04496763584186981,6.571727429500877,11.097562005542938
0.7063524958960464,0.04965466070351235,2.923020804176978,2.482271426420046
0.8961539636937285,0.006723294456124154,1.9390501611966557,4.694030429250766
1.161727459770386,0.03196225145525251,6.109839022387981,14.619372842188197
0.1828501018743547,0.10697764980452316,3.8032055625848527,9.044628928552696
0.3893849541089442,0.13295304585766024,3.526240936936813,6.223503140978162
1.0531217338924965,0.03803760396273163,6.3382661966545255,13.76899183127317
0.23253713415946753,0.05404495592284168,1.617162849301683,1.2230387313579416
0.5022063137983692,0.05344391449132263,4.001418107588599,12.584561340763061
0.3801220799454615,0.0008159291964821671,1.31796203251729,9.272639595649673
0.6050190925373838,0.10181738805369227,4.091194961522783,9.16303827637143
0.5022366677823821,0.010542232010690199,0.47382098280000723,3.3727949711259493
0.515726864502608,0.010597946088081154,4.654556203670395,1.327251128085874
