timestamp,trackingState,hasCalibrated,gtX,gtY,rawX,rawY,calibratedX,calibratedY,filteredX,filteredY,leftDistance,rightDistance,showGaze,positionID
139697982291,1,1,564.5,1149.0,670.1395,1092.0372,518.59686,871.8173,518.59686,871.8173,33.613266,33.388973,0,0
139736106926,1,1,564.5,1149.0,730.49896,1124.6747,604.2701,900.86084,604.2701,900.86084,37.120674,36.10229,0,0
139768206301,1,1,564.5,1149.0,704.1318,1128.6827,564.1155,927.383,564.1155,927.383,37.1529,37.731464,0,0
139799540259,1,1,564.5,1149.0,671.35095,1175.6349,519.1072,1011.1532,0.0,0.0,37.81881,35.23885,0,0
139831009843,1,1,564.5,1149.0,657.526,1185.9414,515.2431,999.752,518.59686,927.383,36.46584,36.25295,0,0
139863377707,1,1,564.5,1149.0,691.30444,1153.8766,556.76105,948.22864,556.76105,948.22864,38.41687,34.597057,0,0
139896740520,1,1,564.5,1149.0,696.0078,1066.2709,571.16376,788.7866,556.76105,927.383,36.978863,35.966057,0,0
139930476040,1,1,564.5,1149.0,699.1434,1176.78,562.5579,982.4663,556.76105,948.22864,35.6013,35.804657,0,0
139964490624,1,1,564.5,1149.0,743.32623,1151.5862,625.73663,924.1368,562.5579,927.383,36.129856,35.649242,0,0
139998130155,1,1,564.5,1149.0,728.3611,1198.5383,605.33514,1001.6601,562.5579,948.22864,35.703037,34.095615,0,0
140030349113,1,1,564.5,1149.0,735.7724,1246.6356,605.215,1092.624,605.215,948.22864,35.19359,35.112255,0,0
140063727395,1,1,564.5,1149.0,694.8676,1261.5228,553.21783,1120.8774,562.5579,1001.6601,35.350723,35.912605,0,0
140096841145,1,1,564.5,1149.0,695.7228,1212.2804,555.35596,1039.5619,562.5579,1039.5619,35.76342,36.574543,0,0
140129284113,1,1,564.5,1149.0,729.92883,1226.0225,597.44165,1067.106,562.5579,1039.5619,35.441074,38.095924,0,0
140162573905,1,1,564.5,1149.0,735.3448,1197.3931,606.91376,1014.64343,562.5579,1039.5619,34.842556,35.14966,0,0
140195960363,1,1,564.5,1149.0,768.12555,1286.7167,650.3375,1154.6605,597.44165,1039.5619,35.237206,34.5039,0,0
140232619895,1,1,564.5,1149.0,726.5082,1326.7977,592.5365,1225.1329,592.5365,1039.5619,35.279694,35.265633,0,0
140262455624,1,1,564.5,1149.0,755.29834,1307.3298,627.04083,1203.35,597.44165,1154.6605,35.395267,36.557743,0,0
