timestamp,trackingState,hasCalibrated,gtX,gtY,rawX,rawY,calibratedX,calibratedY,filteredX,filteredY,leftDistance,rightDistance,showGaze,positionID
443034617956,1,1,564.5,1149.0,526.4607,1913.1263,558.35333,1950.0577,386.66943,1237.4565,35.50665,45.47692,0,0
443073322799,1,1,564.5,1149.0,549.9729,1862.7388,562.31525,1988.2052,386.66943,1237.4565,38.515285,43.185146,0,0
443118004101,1,1,564.5,1149.0,672.34863,1422.9923,575.16144,2178.211,558.35333,1950.0577,33.62328,41.142223,0,0
443148351549,1,1,564.5,1149.0,757.29364,869.87354,594.5018,1520.2551,562.31525,1520.2551,34.340015,41.303894,0,0
443186353424,1,1,564.5,1149.0,776.96216,730.735,595.583,1206.0438,575.16144,1520.2551,33.67858,40.631332,0,0
443222172435,1,1,564.5,1149.0,802.33167,763.3725,549.8788,1225.1486,562.31525,1520.2551,37.062996,39.864956,0,0
443255231289,1,1,564.5,1149.0,826.41846,726.7269,543.28253,1117.0365,562.31525,1225.1486,36.386887,40.149387,0,0
443288449466,1,1,564.5,1149.0,831.26434,824.6393,457.29468,1246.1925,549.8788,1246.1925,35.229847,41.976818,0,0
443317733997,1,1,564.5,1149.0,462.0526,1584.4617,699.68414,2142.133,562.31525,1246.1925,31.78897,43.838787,0,0
443349980976,1,1,564.5,1149.0,679.4749,1768.8346,495.22375,2039.2885,549.8788,1246.1925,40.131054,52.093426,0,0
443377245143,1,1,564.5,1149.0,613.69946,1821.5125,531.35284,1989.3307,549.8788,1989.3307,40.170467,50.33822,0,0
443409448685,1,1,564.5,1149.0,590.46783,1788.3026,551.67944,2043.0374,549.8788,1989.3307,42.074116,48.626904,0,0
443441797330,1,1,564.5,1149.0,607.71344,1429.8633,666.2298,2207.9268,549.8788,1989.3307,34.706684,43.877876,0,0
443475254153,1,1,564.5,1149.0,647.6918,1057.682,648.734,1920.9349,551.67944,1989.3307,35.549526,40.296722,0,0
443507015351,1,1,564.5,1149.0,729.6438,750.7755,589.69464,1296.3436,589.69464,1989.3307,36.748283,42.625454,0,0
443541568945,1,1,564.5,1149.0,662.6569,713.55743,636.4579,1319.7437,589.69464,1920.9349,35.045033,43.673088,0,0
443576390195,1,1,564.5,1149.0,628.16583,675.7667,607.9855,1240.255,589.69464,1319.7437,34.987995,43.749012,0,0
443608697174,1,1,564.5,1149.0,646.40906,650.57294,636.43854,1215.0756,607.9855,1319.7437,34.874336,42.663345,0,0
443640658164,1,1,564.5,1149.0,723.6577,514.8699,652.2494,880.4379,607.9855,1240.255,34.11811,41.404037,0,0
443673458945,1,1,564.5,1149.0,695.01013,590.4513,640.1814,1050.1292,636.43854,1215.0756,34.343075,40.675167,0,0
443706834674,1,1,564.5,1149.0,656.0295,551.51544,649.5814,1034.596,640.1814,1050.1292,33.934032,39.660225,0,0
443740356966,1,1,564.5,1149.0,675.4842,599.6127,618.8781,1076.8475,636.43854,1076.8475,34.526386,37.644276,0,0
443773942851,1,1,564.5,1149.0,638.78394,639.1212,658.8937,1239.5536,640.1814,1076.8475,33.865135,40.398163,0,0
443807243893,1,1,564.5,1149.0,665.3649,598.46747,641.8251,1115.724,640.1814,1076.8475,34.98429,40.334805,0,0
443838611028,1,1,564.5,1149.0,644.0574,755.92883,597.8653,1390.779,640.1814,1115.724,34.00805,42.469566,0,0
443873191705,1,1,564.5,1149.0,666.43384,625.95166,658.04114,1185.4789,640.1814,1115.724,34.727245,40.07756,0,0
443906003789,1,1,564.5,1149.0,694.155,706.6864,637.8078,1285.611,640.1814,1185.4789,34.979935,39.192997,0,0
443941446028,1,1,564.5,1149.0,710.97296,593.3143,659.93396,1078.271,640.1814,1115.724,35.438377,39.429,0,0
443971268528,1,1,564.5,1149.0,681.3277,546.93475,626.414,965.5508,640.1814,1115.724,35.445686,39.475395,0,0
