timestamp,trackingState,hasCalibrated,gtX,gtY,rawX,rawY,calibratedX,calibratedY,filteredX,filteredY,leftDistance,rightDistance,showGaze,positionID
97699609702,1,1,564.5,1149.0,392.42902,833.8006,386.20767,1022.3168,386.20767,1022.3168,40.401974,38.38238,0,0
97748549754,1,1,564.5,1149.0,500.14252,980.9554,552.241,1224.0745,552.241,1224.0745,40.58231,38.28845,0,0
97789847150,1,1,564.5,1149.0,512.6313,901.36584,563.50385,1122.4961,563.50385,1122.4961,40.641083,39.6356,0,0
97828173816,1,1,564.5,1149.0,478.4074,994.69745,521.20154,1259.2012,0.0,0.0,40.94299,38.236774,0,0
97867639806,1,1,564.5,1149.0,573.0441,994.1249,650.1373,1249.3239,552.241,1224.0745,40.43306,37.884735,0,0
97910828608,1,1,564.5,1149.0,492.89154,964.3504,538.4687,1167.2946,552.241,1224.0745,41.58804,39.469997,0,0
97949997410,1,1,564.5,1149.0,567.2006,970.07623,640.32117,1214.2147,552.241,1224.0745,42.57324,40.51349,0,0
97991603660,1,1,564.5,1149.0,473.0983,893.3497,507.80603,1075.7069,552.241,1214.2147,40.320415,41.05288,0,0
98027780275,1,1,564.5,1149.0,499.09134,721.5736,536.74493,824.63666,552.241,1214.2147,39.98626,39.190342,0,0
98066716212,1,1,564.5,1149.0,479.6901,840.67163,523.7523,1021.07385,536.74493,1075.7069,40.038776,39.04131,0,0
98107828191,1,1,564.5,1149.0,428.98676,916.82574,450.84973,1120.4932,536.74493,1120.4932,41.492893,38.486603,0,0
98145102514,1,1,564.5,1149.0,395.3508,779.9775,386.2584,938.0613,523.7523,1075.7069,40.93652,39.07185,0,0
98183283556,1,1,564.5,1149.0,486.21063,802.881,526.88416,960.91034,526.88416,1075.7069,40.9898,40.400917,0,0
98222956264,1,1,564.5,1149.0,458.0619,754.7837,478.98944,896.63306,523.7523,960.91034,40.257084,39.487015,0,0
98260200743,1,1,564.5,1149.0,388.082,807.4617,379.3059,980.1316,523.7523,980.1316,38.334064,38.526318,0,0
